transaction_id,customer_id,transaction_date,product_category,product_name,quantity,price_per_unit,total_amount,payment_method,store_location
5381da29-55d5-4ff6-9b6a-d026b4d9bada,de0ef712-7813-4e36-b6cc-7ae23a08926e,2025-01-02 08:07:12,Clothing,Responsibility Darkturquoise,2,214.35,428.7,E-Wallet,Port Brittany
1e6293cb-e6f4-4480-88df-053d38fa8753,25f618f9-f811-46d8-ba84-4651a580f088,2025-01-02 16:08:13,Health & Beauty,Job Lightcoral,2,185.87,371.74,Cash,East Heatherside
c8d5caed-f058-4210-9d29-bec1391604ec,25ed2e5d-ae53-48e6-bfe8-87143c62175d,2025-01-01 15:38:24,Food,Kitchen Orchid,1,264.55,264.55,Cash,Lake Connorstad
ec7c6c5b-76cc-4f35-b205-3d38a6908124,a64872ef-e927-45e4-b50f-02c8116135bf,2025-01-03 10:56:03,Toys,Machine Mediumturquoise,8,453.47,3627.76,Debit Card,West Kaitlyn
10fd9fcd-2fc1-4968-85ea-56079e62308c,f2eb3fde-64cf-4c6f-88fa-4ff40baffa00,2025-01-04 12:56:56,Books,Expert Royalblue,2,113.25,226.5,Cash,Donaldton
b3775b9c-18a7-4606-9c95-ab3f9534fe18,0ba203df-17ab-4766-84da-12528f3e4854,2025-01-03 13:29:46,Health & Beauty,Name Lightyellow,9,344.65,3101.85,E-Wallet,West Jamieton
cec9384f-446f-462d-999a-8fd14feb5bef,28f58992-97b7-4e70-901f-9cdbc9a11364,2025-01-02 16:29:22,Food,According Lightcoral,7,36.18,253.26,Bank Transfer,West Danielle
fc6ef72a-30aa-4a30-aba9-3f839dd5ceda,4f5b2430-22ec-40b2-84da-78f13193847e,2025-01-05 07:03:17,Books,Others Aquamarine,5,131.97,659.85,Credit Card,Antonioton
83392c4b-1eec-407d-abf9-9de9d6333516,7f43b457-d071-4117-a067-cb65e415421a,2025-01-04 07:55:52,Electronics,New Sandybrown,8,240.57,1924.56,Cash,Hernandezchester
546c4045-ea31-431d-995a-a5d7eaead1a4,15f897a6-7b74-4e0d-a3d1-bc41de4b4d72,2025-01-02 20:26:49,Toys,Treat Honeydew,8,112.12,896.96,Debit Card,Port Roberttown
82a6eb04-8815-4a71-adf8-1a3445130b45,7b1438f2-ab0b-4d19-b060-8def46a86e6a,2025-01-03 22:01:24,Clothing,Evening Lightsalmon,10,446.17,4461.7,Credit Card,West Jessicamouth
fda19a19-0671-468d-8645-12afb9a34120,043290d3-4490-417c-8df3-ce3a2df93bce,2025-01-04 04:51:27,Books,Threat Ivory,7,444.98,3114.86,Cash,New Amyborough
3d8f5699-6ecd-4f88-bc8f-718e02fa2304,92c8e3a6-9074-49f1-a62b-20948345b3d4,2025-01-05 12:51:44,Home Goods,Language Lime,1,284.19,284.19,Debit Card,Georgefurt
ce1fe254-ebe6-4fe0-abbf-819e052e36a2,0c3daffd-5970-47fd-8a52-257ee84ca310,2025-01-02 02:28:20,Health & Beauty,Act Slategray,1,240.08,240.08,Credit Card,North Jacob
7e4592c0-a0fa-4290-84e2-a868455a4491,0b612ec3-1162-4d5a-a4f8-d01b27273d89,2025-01-05 04:19:37,Books,Speak Powderblue,1,44.89,44.89,Bank Transfer,Port Mary
b21428a8-5990-42db-b672-c8d9330f590b,ed6a76c8-df72-48ac-a832-72a23841c14f,2025-01-01 12:12:57,Electronics,Else Darkkhaki,7,448.16,3137.12,Debit Card,New Sarahhaven
e51bdd8f-a83c-4dae-8446-f80ff84f08f0,cafea270-5fd1-487e-8cfd-da26ddc1ab06,2025-01-04 11:42:08,Home Goods,Responsibility Cadetblue,7,340.53,2383.71,Credit Card,Claudiabury
e4ce8501-e74c-40e7-8870-50b16ac4b594,ce6bb799-8ae6-43bb-b9de-770e92a0488e,2025-01-03 12:40:57,Books,Five Darkseagreen,1,437.53,437.53,Bank Transfer,Angelaton
322591fe-a1d3-4793-8b19-4a2a71f54856,69a09329-a772-4fbc-b9d9-56a065493399,2025-01-05 00:50:52,Health & Beauty,In Darkgreen,3,264.94,794.82,E-Wallet,Penningtonfurt
2596eac1-013f-4fbb-a24d-265567dcd082,c085dbd5-3443-495b-9ea6-b69d9d8ce126,2025-01-03 02:51:18,Health & Beauty,Job Fuchsia,1,101.82,101.82,Debit Card,North Jenniferview
a0446d34-87ea-4d12-b5e3-151519465e6e,f8816c35-262a-4640-bbe5-77c70ca84d6f,2025-01-01 00:39:33,Health & Beauty,Join Darkslategray,1,460.39,460.39,Bank Transfer,South Stephenside
f9f7c2d2-530f-40cb-9a74-921a4a55a372,8e6b26d2-c5a1-45f5-9adb-82ae317696fd,2025-01-04 02:13:41,Health & Beauty,Set Mediumpurple,7,50.86,356.02,Cash,Castillofort
cf825897-8803-45fa-a661-909e20c530bf,ebbb9a1c-321f-4bd8-ac22-6b7fb9dd8c92,2025-01-01 15:20:39,Health & Beauty,Land Lawngreen,9,260.66,2345.94,Credit Card,North Whitneyhaven
c3819262-8ad3-4a2c-82a2-372ffdcdfb2f,651865ba-e0ce-4595-998e-f6767800599d,2025-01-01 12:38:07,Toys,Reason Greenyellow,4,472.98,1891.92,Bank Transfer,Samanthatown
94292eb9-6703-4082-821d-db8e797f9dd2,dd2e9d35-3230-4ea5-9116-bb6d86403cc7,2025-01-03 13:07:50,Health & Beauty,Mention Teal,7,458.84,3211.88,Debit Card,New Tammy
9fab07c0-c999-409b-95f5-e465711b2fc1,0ac59815-8ef0-4f35-a89c-e4403512a761,2025-01-02 01:38:12,Toys,Fund Sienna,1,88.58,88.58,Debit Card,East Joshua
59d3d1fe-4a18-437e-aa63-4f61a12a2563,6ebd6f3b-1ef1-4855-b964-e565af9d9de4,2025-01-04 11:21:03,Health & Beauty,Gas Palevioletred,9,263.7,2373.3,E-Wallet,North Danielstad
c0577f26-4fad-4d1a-ac6b-6dca8b01033b,f162035b-d0f4-41f0-aa48-f26d76faa1b6,2025-01-05 00:11:39,Food,After Paleturquoise,7,60.15,421.05,Debit Card,North Shaneshire
c0b57cd9-3837-46bf-8254-81f8efee8dda,4660681a-462d-4106-8fb7-4125092375f6,2025-01-02 07:53:04,Toys,Eight Teal,9,467.63,4208.67,Debit Card,Barnesshire
2e571f7e-936c-489c-a805-2caecf9be6b8,9f53cae6-c1e9-4e48-82b7-8f9c72f3b473,2025-01-05 05:39:47,Toys,What Thistle,4,100.35,401.4,Credit Card,Lake Sergio
07b5668d-e2af-4d94-848b-6f5b9b3dfbc1,0e586b0b-0480-44c5-bc47-595eb04383fc,2025-01-04 03:03:11,Toys,Recognize Darkorchid,5,245.76,1228.8,Debit Card,North Christopher
53649bf3-6285-42d6-a1d6-2a31c3d0b86e,47a85c3a-dc5d-45d9-bd21-6418659b9548,2025-01-01 07:31:08,Home Goods,Imagine Red,3,171.84,515.52,Debit Card,Lake Luketon
1584cac6-7a72-438b-9c53-9a39c70b2d2d,f242a951-4464-459f-8f88-2dc188cfe101,2025-01-02 20:17:29,Electronics,Once White,5,56.59,282.95,Cash,Port Dana
a885f09c-90d9-4cd4-b60c-f79200748848,e00310c8-5c67-4694-b949-901f4e95ea71,2025-01-03 01:56:16,Toys,Common Mediumblue,6,178.28,1069.68,Credit Card,North Adamstad
94dbc7c1-83c4-464a-90fa-f3c140528661,8b1e1200-486b-4154-9f2b-a8ae9f027297,2025-01-02 16:13:30,Electronics,Family Khaki,6,300.97,1805.82,Credit Card,Mezatown
fddacc06-8da0-4dc0-9744-791d8f3d8676,494db527-88c1-496d-b4eb-eb9940220031,2025-01-03 11:50:28,Books,In Lemonchiffon,1,490.27,490.27,Debit Card,Hallland
777d50d9-a22d-4de6-b92c-4d656098b87d,a6e110c0-9a14-4696-9600-b35a85886ef5,2025-01-04 13:28:19,Books,Recent Navajowhite,9,381.08,3429.72,Credit Card,Meganborough
30366ede-1828-4f7d-a1d3-8ebb6c0f554e,408d35de-4e32-492b-af35-5263932e4405,2025-01-01 06:56:14,Health & Beauty,Agency Aqua,10,51.01,510.1,E-Wallet,South Ashleyberg
0b114932-5858-4133-a156-e4c10c23ca82,11a312cd-a2a1-4288-918f-f78ecad1a662,2025-01-01 20:06:00,Food,Machine Firebrick,3,402.14,1206.42,Bank Transfer,Ramirezmouth
6b8462f4-389a-456d-a269-ea9ed189e129,37ac5cba-ffd2-48a6-8c43-23ed5b031c90,2025-01-03 00:08:42,Health & Beauty,Strategy Orangered,1,477.3,477.3,Debit Card,Mcdonaldburgh
e9f2d777-3317-45f6-90d0-e97c8833d9b2,5bd09401-b2e3-44ef-817f-3a10c887658c,2025-01-03 05:46:17,Food,Air Peru,3,20.73,62.19,E-Wallet,Gregoryside
629141e5-e90b-4330-9db0-56b7af350847,d9554676-9478-4ca1-a0ec-88b783423508,2025-01-04 11:04:03,Health & Beauty,Price White,4,317.93,1271.72,Debit Card,Ashleyville
13c20557-c1cf-4697-a205-e3f28ab7195a,23fcba77-c51d-4195-a8a8-8d8488502638,2025-01-03 21:54:49,Toys,Successful Darkmagenta,1,291.33,291.33,Debit Card,Jacquelinetown
41d7f2b4-1d95-4d9c-987e-00aff60eb6f1,25b781dc-9821-4b46-a1a6-f7b31b128fdd,2025-01-03 00:17:31,Food,Keep Aqua,7,127.38,891.66,Debit Card,West Taylor
b85da956-eea7-4162-9b69-b68d595c3b20,b5a2f920-d6a0-401b-8212-9be2d3d7d309,2025-01-04 02:49:26,Electronics,Leave Royalblue,2,305.51,611.02,Cash,North Carlosfurt
e78123f5-6ee6-49dc-8799-64935b29df7e,90da4060-6c14-4c5e-977f-613b9d6da9f5,2025-01-01 08:55:01,Health & Beauty,Amount Lightgray,9,491.06,4419.54,E-Wallet,South Daniel
1c527310-55b7-46d4-b2c1-2207ec3ed07e,551b8e69-3dc2-472c-a0d8-291cc71520f1,2025-01-01 00:49:41,Food,Lawyer Orchid,3,482.85,1448.55,Credit Card,Hammondview
3cb64812-415a-4a81-8295-5df180be6860,92fd0937-bcb2-4d5b-b691-b861f8a5197e,2025-01-01 23:00:24,Health & Beauty,Article Cyan,7,46.01,322.07,Cash,Nicholeview
d850f867-1c6d-47af-81e1-f7a7f02f47d6,a74a3ef7-a5f6-4067-84e0-77a3e081d993,2025-01-01 00:57:13,Books,Material Palevioletred,3,171.07,513.21,Bank Transfer,Mackenziehaven
c9bede7b-ff51-41b4-a6cb-0930c87d7bb7,7ba14624-6e43-4936-b77d-04ebbf047461,2025-01-03 04:35:28,Toys,Beyond Lightgreen,3,304.67,914.01,Debit Card,West Shannonhaven
058b93b7-0a56-46ea-82e5-ca7197c52898,c9da1797-3ec8-48b2-b030-6cc8df8eb3f2,2025-01-05 09:37:19,Health & Beauty,Sometimes Lawngreen,9,323.44,2910.96,E-Wallet,Michaelland
4b960d8d-affd-4fc7-acad-d4bd474f8133,b4f18f14-a9d3-4a5b-9a0f-4ee374ce05e1,2025-01-05 05:31:27,Toys,Often Darkviolet,6,454.57,2727.42,Cash,Lake Joseph
068b0a67-c74f-4a57-8fb3-fc4bf7ea30e8,be2183ae-8e88-41b5-ad68-7d4ea7d000aa,2025-01-01 12:21:00,Electronics,Like Rosybrown,4,255.74,1022.96,Cash,Webbchester
1e75ea6d-26f6-4f80-b2d4-bc521acc733b,d7c482e6-2cdd-4262-ada3-b69c0fc5c9b0,2025-01-05 13:41:28,Health & Beauty,Police Orchid,2,200.22,400.44,E-Wallet,Lake Sandra
72c57cba-a4b2-470c-89ac-79559edcbf42,f6d8a778-e7e5-412f-9492-ad269e1aa1db,2025-01-03 13:12:39,Food,Moment Dodgerblue,5,330.07,1650.35,Debit Card,Welchborough
113561b0-1f0a-4871-8839-751af0c5fd06,23f56224-7a94-4f32-805b-c879afb91305,2025-01-01 04:11:11,Health & Beauty,Science Green,1,310.89,310.89,Debit Card,New Cynthiafurt
472a4e7b-f3a8-4243-8cca-2026411b1b70,9f5670ca-eb80-470c-80da-3db1c6b0e166,2025-01-03 00:15:18,Electronics,Soldier Purple,5,413.93,2069.65,Debit Card,North Dana
ba69118b-8aca-42a6-823e-100444181820,98d01007-0d5b-4276-bdc4-c4107a0d1477,2025-01-02 23:21:31,Electronics,As Sienna,9,51.0,459.0,E-Wallet,West Edward
b7ec9f69-c4b6-4468-9e12-445afd778972,b8466996-8a98-45d4-ac5a-08643bfeb6d3,2025-01-01 14:57:03,Toys,Tend Oldlace,5,199.55,997.75,Cash,Lake Leslie
e382318c-3aea-426a-a6df-02869b4fe176,a219c17c-387c-4693-8be8-8078e68e7b0a,2025-01-03 06:27:50,Food,Up Whitesmoke,2,52.93,105.86,E-Wallet,West Andrew
a0ebfbed-fe61-4779-9ac7-87c5936620e2,53c7cf99-514a-40fe-9e10-ba60157074d4,2025-01-03 14:13:06,Toys,Lead Lightcoral,1,368.31,368.31,Bank Transfer,West Robert
d2ab86ec-ab60-49a7-a3a8-c6ef5ab6ab80,afc39c53-efd6-4144-8cd4-143fd9040556,2025-01-04 10:52:17,Clothing,When Midnightblue,2,453.62,907.24,Bank Transfer,Anneview
9f52ed63-b14c-4446-bb50-7d845f325da8,22a934b6-aa6b-4e7e-839a-599f0999027a,2025-01-04 03:07:09,Home Goods,Even Darkolivegreen,7,364.91,2554.37,Bank Transfer,North Joshua
dd4d2e50-087b-481d-843b-d2e9a4b832b6,d8fdbf7a-ba98-41ed-9aa3-333fa800c5eb,2025-01-02 10:19:48,Food,Employee Firebrick,4,445.51,1782.04,Credit Card,Hartmanmouth
3f1f9e6c-b7cc-4327-a12f-521fcd5d0b94,ec7ad9e8-4b1a-4816-b54f-1c7e22e1c24f,2025-01-03 05:48:41,Clothing,Expect Tomato,9,250.94,2258.46,E-Wallet,West Amanda
cff6b2a7-d56b-45e8-9ce7-bad0a952ad7a,0ded18a1-a392-4c18-91bf-e5d6bf9a08c2,2025-01-01 12:23:32,Clothing,Oil Lightsteelblue,10,138.37,1383.7,Cash,Port Margaret
48ab2841-046b-4edc-98e3-454d1c1ca4f6,c87b24b4-988f-4e1c-94d9-df4ed93d0139,2025-01-03 01:22:21,Electronics,Stock Navy,7,217.64,1523.48,Debit Card,Amybury
0d0becda-c484-4357-ba46-1247ab157a59,1fe85be3-0092-4b09-995f-39e05f07429d,2025-01-03 01:08:41,Clothing,Mr Wheat,4,456.32,1825.28,Credit Card,North Jamieville
ca8b436d-64bd-41ab-82ae-cb886a0c3977,76a53cc7-cc5e-4bef-ad0b-f965a5b54cb3,2025-01-01 16:03:55,Toys,Serve Limegreen,1,92.59,92.59,E-Wallet,Robinshire
63540c38-d3ff-48f7-865f-4a78d1c96859,20985dc7-c641-43eb-a42a-3cf37fcdbc8b,2025-01-05 04:22:49,Home Goods,Most Slategray,8,251.9,2015.2,Cash,West Ronnieville
02003e8a-e272-42f3-9e21-d74ec742142f,2ef15320-cfb7-4b6f-b223-d7e320a263ed,2025-01-01 20:12:22,Home Goods,Very Darkviolet,2,271.6,543.2,Bank Transfer,West Jessica
4ec127ce-d8bb-4714-b367-d73a46b6292d,84b57a84-5315-4cf1-8a5e-327fa4857fd3,2025-01-04 00:57:59,Food,Owner Lawngreen,6,339.17,2035.02,Credit Card,Grahamberg
e6f10c61-7dfc-4aa2-8fae-178c2ed34252,bae7bbb1-d423-42fd-a093-4fb45347be4b,2025-01-05 06:58:41,Home Goods,Source Black,2,394.47,788.94,Bank Transfer,Gabriellestad
3a1b61de-b242-4ed1-af1c-49e40f1685ec,96b41b38-b491-47d5-b42b-100cb1e86c92,2025-01-02 09:05:10,Food,Pattern Aliceblue,6,58.63,351.78,E-Wallet,East Susanborough
e40f4aef-1699-4b0d-b6a6-acde6bb8f0df,30cd485b-9e72-4efa-81cb-8f3e461389d4,2025-01-02 22:06:08,Electronics,Investment Cornsilk,6,50.62,303.72,Debit Card,Lake Kevin
7119e1d1-edbb-4eb5-aa6a-53281fa02fc9,3a9f5a40-dd9d-4181-bc97-4e73cb560d00,2025-01-04 17:46:34,Books,Everything Beige,5,86.61,433.05,E-Wallet,Bonnieburgh
c37cf2e4-3907-47fb-b975-e5ba002be10f,20d85501-ed60-4bfa-944d-c15416bf500a,2025-01-02 21:12:01,Food,Study Tomato,9,145.81,1312.29,Debit Card,North Brooketown
72ca4762-ba4f-4d4e-b331-aa986f1e7848,24f5323e-59ae-4b7f-8e51-735a8105f43f,2025-01-01 05:31:17,Electronics,Across Yellowgreen,9,377.33,3395.97,Bank Transfer,Moniqueton
1a53c344-40d1-4365-8c75-9d1f7e1d0345,f4092ff9-d734-4558-9af8-1e098cad071b,2025-01-04 18:55:11,Electronics,Wind Crimson,10,283.89,2838.9,Credit Card,Wrightborough
cf4ea607-74b7-4967-a9de-6255de95d0a5,2bdb591a-d053-40cf-b5df-2c864a4d6cd5,2025-01-05 05:11:13,Food,Need Lavender,2,465.37,930.74,Credit Card,Dickersonhaven
079867a4-987c-485e-bc6a-9ba7755b6e55,ea9a5d21-3245-4ff6-b595-6aa0185159fb,2025-01-02 12:41:17,Home Goods,Prove Darkturquoise,3,443.31,1329.93,Bank Transfer,Johnsonborough
48e7d339-1a6c-4c62-9b51-12fe2a7d73eb,0911c6c7-c233-49ee-9c72-ee45c0aa83df,2025-01-05 11:03:58,Health & Beauty,Than Pink,5,5.91,29.55,Cash,Fernandezland
89c092d7-ab9e-4d72-b7d0-4105afe73d7c,234b8cb1-8141-435a-8b8d-5ee95eba6ada,2025-01-05 09:37:46,Clothing,Later Purple,8,274.86,2198.88,Bank Transfer,Lake Michael
5314c249-cf0c-4742-a338-e45e97187e97,7f987bed-84b3-4937-a9f2-c7ba2a85d145,2025-01-04 02:21:07,Electronics,Hold Lightcoral,10,109.75,1097.5,Cash,Port Angela
1fd3c11f-eb2d-40a9-a257-373b3d8173c4,c2b55cf6-b80f-4a9a-8e80-0b5561dd1102,2025-01-02 02:05:07,Books,Society Cyan,2,121.97,243.94,Credit Card,Simpsonfort
dd595394-0c73-40ac-a7f0-af1ed963f00f,adbbac15-7f63-4d5c-9fd6-8ade3d95a314,2025-01-04 01:18:18,Food,Value Darkgoldenrod,6,350.49,2102.94,Credit Card,Port Danielleborough
4f308d47-f64d-4d16-8dc0-6eebbddc0696,be857753-5c56-47bb-a7b3-5f8855f4e19c,2025-01-02 15:28:34,Electronics,Blue Seashell,6,156.19,937.14,Cash,Port Karaberg
d6b3517f-efa7-4e8c-907f-c2737ce851f3,2ee9c577-2d48-4751-8cb6-5a552218374a,2025-01-01 11:25:34,Electronics,Try Ghostwhite,5,68.81,344.05,E-Wallet,New Nancy
43623569-40ef-43db-817d-b4d3714c3ea8,f7a422ac-031c-476c-b2bb-1f74876a8572,2025-01-05 08:22:10,Health & Beauty,Small Floralwhite,4,195.13,780.52,E-Wallet,Lake Allison
ab985d17-ffa3-48ac-8b6d-78245eea7d17,ae6fd4bc-89b7-443a-a6dc-f934e040f4aa,2025-01-02 05:57:51,Home Goods,President Antiquewhite,10,498.44,4984.4,Bank Transfer,Heatherburgh
a17b6077-cf99-45ea-8b2e-3b1d81d61474,d12afcde-0ebe-4068-85b0-6b120fb7fa78,2025-01-02 18:28:46,Books,Base Orange,3,202.47,607.41,Credit Card,Lake Robert
3cc1cda2-388f-48c7-b95e-f8cc5a5b2da7,9eb23697-c60a-44ec-bff0-5d51a0d27988,2025-01-04 14:36:20,Food,Office Deepskyblue,6,76.61,459.66,Bank Transfer,Donaldburgh
f2b78ed2-5eea-4179-89d5-2087a040a0e0,66141782-abc3-4bb5-99c1-2e084c03f19b,2025-01-05 12:47:38,Home Goods,Oil Hotpink,2,130.94,261.88,Cash,South Austinport
5a67685e-a1a4-4e72-82d3-336f015994b7,42c5b78f-1174-4f40-ad28-720e6d16ece9,2025-01-03 03:46:06,Food,Lose Palegoldenrod,2,464.19,928.38,Debit Card,Stewartton
d838b9e1-8bfb-4b1d-9f20-d8174993bcbf,158ece09-cf37-4dde-bdba-eba274914c54,2025-01-04 23:44:54,Electronics,Modern Peachpuff,3,268.1,804.3,Credit Card,New Stephanie
3eedefaa-8811-4055-97f2-64c1eebf762d,4cd6bb4f-8a28-4533-9cad-99d32e301ad7,2025-01-03 05:44:04,Health & Beauty,Yard Mediumblue,10,273.07,2730.7,E-Wallet,Phillipshire
0fcc4074-acfb-4bab-8b62-4b5ea159906a,13e57185-e9f7-4a01-bc57-9be49741cb35,2025-01-04 22:21:12,Toys,Light Honeydew,4,248.84,995.36,Credit Card,East Brooke
b2d088f2-3e24-44d7-9caa-daa35a3ba5ac,44183bc4-63e1-410e-88e4-2f853801a2d3,2025-01-04 06:48:58,Food,Mother Lightyellow,8,408.09,3264.72,Cash,Thomasborough
1a594e77-0190-4b00-8be2-a21b79342fe1,b9e516f5-39bb-4402-ac5b-e556579bc764,2025-01-02 11:42:59,Clothing,Time Whitesmoke,5,477.76,2388.8,Credit Card,Lawsonville
7f30b041-7124-4f4e-b738-758edd771d9d,0682960e-3e27-4a81-8943-bee6d3c2ec17,2025-01-03 20:23:44,Books,Still Green,7,20.67,144.69,Cash,Bernardside
439825ca-5412-41b2-aadf-fbf09044a128,0acb8308-fcc0-4218-8dc2-1424566c7276,2025-01-03 06:34:51,Health & Beauty,Call Mediumslateblue,6,162.66,975.96,Cash,Lindseytown
fc30264f-9f8a-4583-8aae-20563e8c375f,90a6e956-9b1e-4ec7-b9a2-be0bcdf4a63d,2025-01-01 06:13:23,Health & Beauty,Rich Palegreen,4,209.18,836.72,Credit Card,Port Brandyburgh
7e2ce140-9b18-4656-b7bd-322c60acb7c2,96c5e121-b84b-48c1-a92c-2a9ce1074dd3,2025-01-04 02:54:06,Health & Beauty,Mr Cadetblue,1,93.26,93.26,Credit Card,Aimeemouth
ac638994-1b56-4814-9a9e-4ac09f303d3b,659426b6-3e60-4436-a4a8-17819eff7c5c,2025-01-04 07:54:04,Toys,Fall Whitesmoke,7,179.59,1257.13,Bank Transfer,Tylerton
6e0df5e7-1080-4062-8611-5eae8b9eb8f0,f23f7fc5-d1bb-4ae4-9a34-eccdcba99486,2025-01-04 03:58:14,Home Goods,Fight Deepskyblue,3,196.97,590.91,Cash,Lake William
142a355e-a17c-444f-824f-48af7d7b27d0,b9a1bb9a-2c87-4571-9d0e-697c829f97e2,2025-01-04 08:51:44,Food,Also Goldenrod,1,55.66,55.66,Credit Card,Shawntown
cc3f115a-849a-4980-8508-36cb023906dc,466740a9-dbb0-458a-9a0b-e503a75d39ac,2025-01-02 17:46:08,Home Goods,Account Cadetblue,4,209.65,838.6,Credit Card,West Kayla
86b62f5d-2c33-4834-9d48-2fec2cc918f2,49227a1a-4868-4823-8379-8013ef6a1bcd,2025-01-03 06:13:54,Electronics,Nation Cadetblue,7,163.51,1144.57,Cash,West Erin
956fcd62-17a7-45c4-9f6e-fb1a17db3f95,ec2d0cfd-8fb2-4133-8abe-435df25db24e,2025-01-05 10:10:32,Books,It Mintcream,9,122.73,1104.57,Bank Transfer,Lake Brentbury
46a00767-9d60-461d-b2c7-10789f0d286e,e6d511b6-dd90-416b-9ce9-734ed0de4631,2025-01-05 06:17:46,Electronics,Seem Paleturquoise,9,490.99,4418.91,Credit Card,North Melissa
a030bd5e-3129-4384-b910-85bb7ec0d8e4,4ee6f9f0-d078-4bf0-b3e7-fec89a3d0aec,2025-01-01 22:47:16,Clothing,Out Lightpink,6,399.2,2395.2,Debit Card,West Waltershire
7cacc5d7-caf0-4112-9702-7606770ce35b,376ad924-a5c4-42a3-9254-dd93cf483379,2025-01-03 19:36:00,Food,Seven Deeppink,6,425.13,2550.78,Credit Card,Huangberg
368c2ec8-7064-43b6-979e-ff496562abf4,08c3c454-52f6-4c9e-9881-d25e72a2377d,2025-01-05 12:53:03,Books,Word Gold,10,50.26,502.6,Credit Card,Murphychester
c7b21884-aa9b-4769-b819-352bacf4fc38,923b928c-d602-43a7-8659-75268cfa6cda,2025-01-02 00:01:56,Food,Audience Cadetblue,9,474.67,4272.03,E-Wallet,East Curtis
0a7f0a63-8a8c-4192-9326-8923098b2fdc,52ef76c7-e3f7-4c2d-8957-c2f1fcfca00f,2025-01-03 11:17:56,Food,Write Purple,6,46.09,276.54,E-Wallet,Christinaville
d67b48c2-714c-473a-813c-0e28708043b7,02dbb5d3-117e-469f-87ec-305248238451,2025-01-01 09:05:58,Health & Beauty,Hundred Lime,9,28.47,256.23,Debit Card,West Raymondbury
874168b9-7ffb-4027-b5f8-bb94fce95648,d5da9997-666a-46c1-abdf-8ca942ae59f6,2025-01-01 15:44:13,Electronics,Trouble Peachpuff,7,483.92,3387.44,Bank Transfer,North Michelestad
4c10300c-ff73-4661-bc02-cfeae5e46751,f9e41ac5-959e-45c6-8ac5-d180643e7670,2025-01-02 23:41:38,Clothing,Final Lightgray,2,498.18,996.36,Debit Card,South Scottfort
8929cb6a-861c-45e2-a89e-12535557191b,ed981694-bd34-4308-9ac3-462630d4d20c,2025-01-03 03:29:42,Toys,State Darkgreen,7,352.34,2466.38,Cash,South Ashleyside
0dc5dfda-7b94-4f5f-a27e-49b3d5b5e1aa,8e153985-2ef0-4f83-a88c-0ebfc6e87f5b,2025-01-03 21:28:47,Books,Prepare Lightyellow,6,54.69,328.14,Credit Card,Wardview
d87cbdd9-c486-4da6-a093-95df8a851c9a,b357b2d0-b749-4cd8-a28a-9357f4726487,2025-01-05 00:41:29,Food,Billion Darksalmon,4,389.55,1558.2,Cash,Smithtown
190da178-e7ae-4445-8ac0-d5f82b17bed9,246544bf-3f4d-48d9-9edd-1ced164805f1,2025-01-05 11:20:25,Health & Beauty,Theory Turquoise,4,499.26,1997.04,Credit Card,Hollandton
6fcd55d4-27f4-44b2-9fef-e9b28fedffe3,f3e1819b-665d-4cff-bf08-6bd4447ae07a,2025-01-05 12:05:02,Health & Beauty,City Yellowgreen,10,171.92,1719.2,Credit Card,Port Nancyborough
f55a7c4d-58b7-43d0-bb2c-f8644537b66f,028a2aea-8bec-4ea1-9c09-9dfb73448708,2025-01-02 14:50:05,Health & Beauty,Thing Silver,1,56.13,56.13,Bank Transfer,Brownbury
ad8a218f-4cbb-4617-9ee0-52d6dcb9b033,b5dd01db-f5db-4f4e-b794-cdb3259bf3f4,2025-01-01 07:43:01,Health & Beauty,Prove Darkorange,10,315.5,3155.0,Bank Transfer,East Blakehaven
989cf60f-3e90-4cce-899f-0e3baef34c36,4cfd2c27-ae72-4935-9648-62bac2a685ed,2025-01-01 13:12:29,Books,Quite Lavender,1,245.01,245.01,Debit Card,Fletcherview
f13e49a1-a199-4a4b-ae93-6fe2cdbf79b5,b53f6a21-9391-413e-8b49-21db1970211a,2025-01-05 04:51:51,Home Goods,Lead Steelblue,9,332.4,2991.6,Credit Card,Boothton
9526a2bd-bb06-4f9f-9c43-976010c741ef,56845673-45f5-44f8-a929-57b433daca72,2025-01-02 01:21:03,Health & Beauty,Player Lightpink,2,455.51,911.02,Credit Card,Gregoryhaven
1f4ac2a5-bac5-48f5-8620-96132c68cac4,3282b913-2616-40d3-925d-24b054dc71df,2025-01-04 08:18:20,Books,Study Darkslategray,8,150.28,1202.24,Cash,East Nancyhaven
877feeb2-872d-49fc-b461-b2bd13f6854d,d35ce78a-b1fd-490a-a3c9-15c4a7266ca1,2025-01-02 12:48:55,Toys,Agent Darksalmon,9,313.82,2824.38,Cash,Port Andreaberg
be199a2b-5418-4e75-ae1c-8f8f62b5d9c6,b8e1ecb8-e7ca-4a7a-8c26-8c83c3868fcf,2025-01-02 02:10:56,Books,Several Slateblue,9,216.98,1952.82,E-Wallet,New Michelle
d5439515-a947-4ca0-a976-741e5bd2ab10,93acad86-874d-4fd1-b983-c28fdb47fce9,2025-01-04 23:05:55,Health & Beauty,Nor Whitesmoke,5,80.75,403.75,Bank Transfer,South Stephenville
0ef56bce-085d-4d76-a638-0d05f06d768d,dd18ebec-d48f-426f-a3e3-02698eaf4dba,2025-01-02 04:12:58,Food,Agency Goldenrod,7,32.1,224.7,E-Wallet,West Christina
